Título,Texto,Clase
(3x DINERO) Sube una Pochita,"2x Dinero para que progreses más fácilmente

¡Parece que te han dejado a cargo de cuidar de la pochita! ¡Explora, lucha, pesca y trabaja en un restaurante (entre otras cosas) mientras cuidas de la pochita para desbloquear a sus acompañantes!

ACTUALIZACIÓN DEL ANIVERSARIO DE 1 AÑO

Etiquetas: man de motosierra, csm, motosierra, makima, man de motosierra, man de motosierra, Raise a floppa, raise, a, floppa, raise a, a floppa, cute, back, raise a floppa, raise a floppa, raise a floppa, raise a floppa, raise a floppa, raise a floppa, raise a floppa, raise a floppa, raise a floppa, raise a floppa, raise a floppa, raise a floppa, raise a floppa, raise a ben, raise a ben, raise a talking ben, talking, chainsaw man, pochita, denji, makima, power, chainsaw, aki, devil, raise a chainsaw man, sí, no, ha ha ha ha, ben, raise a talking ben,",Apropiado
(4X) juego de sangre promedio,"Planea hacer más con este juego, por favor promueve este juego lo agradecería
hola a todos, proyecto secundario mío

Hice este juego hace 2 años, y en realidad se sintió bastante mal, no tengo idea de por qué se hizo popular de repente sin actualizaciones.

como si te gusta, no me gusta si no no me importa",Violento
(54 Pisos) El Ascensor de Terror Asustador (ASUSTADOR),"Únete al grupo de fans para dejar sugerencias e informar de errores.
https:// www.roblox.com/groups/14140961/The-Scary-Horror-Elevator-Fan-Group #!/sobre
VIP es 100 robux:
https:// www.roblox.com/game-pass/23053740/VIP
Mega VIP es 250 robux:
https:// www.roblox.com/game-pass/45982735/Mega-VIP

etiquetas: exe sónico, mario exe, jeff el asesino, slenderman, amigo del arcoíris, nextbot, puertas, espeluznante, juego de miedo, muy aterrador, área 51, sobrevivir, asesinos, pibby, fnf, exe, fnaf, cerdito, no, simulador, magnate, anime, bendy, horror, adoptarme, juego de calamar, obby, obby aterrador, supervivencia, brookhaven, mickey mouse horror, spongebob, shrek, creepypasta, abuela, no jugar, 3 am, esqueleto, zombie, militar, meepcity, jailbreak, duro",Violento
(56) Encuentra los cubos,"Al navegar por tu Cubedex® para encontrar cubos escondidos, te toparás con complicados rompecabezas y parkour. ¿Puedes encontrarlos todos?_x000D_
_x000D_
este juego se inspira en un montón de «Find The Chomiks»_x000D_
al que puedes jugar aquí mismo_x000D_
https://www.roblox.com/games/7031179594_x000D_
_x000D_
beatriz999gamer es muy guay, por cierto_x000D_
gracias por ayudarme con el dex:)_x000D_
_x000D_
=======_x000D_
etiquetas_x000D_
cubos de caza de insignias, encuentra patos, botón de rompecabezas, un poco confundido, reggie moai hamster",Violento
(8 Stages) Super Hard Minecraft Obby,Super hard minecraft parkour (pls play),Apropiado
(ACTUALIZACIÓN 1.1) World's Edge,"⚠️ Este juego tiene ruidos fuertes, saltos, sangre. ¡¡O cosas espeluznantes y espeluznantes!!!! ¡¡¡Se avisa!!!!

‼ Notificaciones:
¡Recomiendo jugar este juego en inglés porque algunos puzles requieren que escribas en inglés!
¡¡Se recomienda jugar con gráficos altos tooooo!!!
- Este juego todavía está en desarrollo muy temprano, es mejor esperar errores y errores.

¡La toma de Buganity en el juego de backroom!

.Claramente está inspirado en Apeirophobia, ¡¡Ve a apoyar el juego!! (I <3 APERIOPHOBIA!!!!!!!!!!!!!!) (https://www.roblox.com/games/10277607801/Apeirophobia)

.Este juego puede ser difícil, pero el juego quiere que hagas tus propios planes sobre cómo escapar y pasar los niveles. ¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡

¡Este juego solo es para divertirse! (No me tomaré este juego en serio)

.Tsardom5 hizo la animación de saltos del Screamer!! (Gracias <3)",Violento
(ACTUALIZACIÓN DE INFO) Petscop [BETA],"[[Hola, lo siento por la falta de actualizaciones a este juego, no tuve acceso a Internet debido a un descanso que tomé de él, pero ahora ya regresé, y lo primero que veo son 2K visitas en Petscop. Gracias a todos por el apoyo, la actualización probablemente llegará pronto, ¡por favor, esperen!! ]]


 Petscop es un videojuego hecho por Garalina, debes capturar mascotas de diferentes hogares en el Plano de Regalos resolviendo rompecabezas entretenidos. ¡Prepárate para la diversión! 

Garalina, 1997. 

CONTROLES: ¡WASD / Teclas de flecha para moverse! ¡Haga clic o toque para interactuar con las cosas! ¡y más cosas! 

-------------------------------------------

CAMINÉ DEBAJO DE LAS ESCALERAS Y CUANDO LLEGUE AL FONDO, EN LUGAR DE PROCEDER GIRE DERECHA Y ME VOLVI UN HOMBRE MONSTRUO SOMBRA.
Para ti: Por favor ve a mi sitio en el sticker y también ve a la habitación de Roneth y ve a la esquina inferior derecha y presiona abajo abajo abajo abajo abajo abajo derecha start

---------------",Apropiado
(ACTUALIZACIÓN DE LA PARTE 2) REALMENTE TRISTE HISTORIA DE ACOSADOR,"ESTA HISTORIA DE ACOSADOR ES SÚPER TRISTE

Mantén presionado el turno para correr más rápido

¡La actualización de la Parte 2 ya está disponible! ¡Únete y juega la nueva historia para ver qué sucede con Bacon Hair!",Violento
(ACTUALIZACIÓN DE NEATHER) minecraft captura la bandera,captura la bandera en minecraft,Apropiado
(actualización de pepitas) batalla de cualquier cosa,el juego es genial el juego tiene muchas de todas las habilidades y armas mata a los jugadores para obtener dinero por dinero que puedes comprar muchas cosas geniales juego,Apropiado
(Actualización de primavera) MInecraft,MAQUETA,Apropiado
(ACTUALIZACIÓN) ¡Recoge Los Superhéroes! [40],"¡400K VISITAS! ¿Podemos llegar a 1 millón?

¡Si crees que este juego es increíble, dale un like!

NUEVA ACTUALIZACIÓN: ¡5 nuevos morfos y un nuevo mapa para explorar!

¿Puedes recoger todos los morphs de superhéroe?

_x000D_
Etiquetas: Encuentra a los Superhéroes, Spiderman, Morphs

Hecho por Gamers Incorperated Studio.",Violento
(ACTUALIZACIÓN) INTERCAMBIO DE DISPAROS EN LAS FAVELAS DEL RJ,,Violento
(Área de prueba de herramientas) Golpea cosas de minecraft con un martillo,"golpea varios edificios de minecraft con un martillo y otras cosas lol

OBJETOS:
-Martillo (Desancla cualquier cosa que toque)
Abridor de puertas de diamante (Abre puertas sin anclar muy mal no va a mentir, y también esto hace daño, pero su daño es 0.1)
Removedor de desechos de diamante (limpia las cosas sin anclar que están en el suelo)
-Diamond Debris Maker (Igual que el martillo, pero solo desancla las cosas que toca su punta, se usa para las cosas que están debajo de ti).
-Empujar (empujar jugadores y objetos que su mano toca. es muy poderoso y cosas y es más eficiente al abrir puertas que el abrepuertas de diamante)",Apropiado
(Arreglos de errores) Encuentra el código,"genial, he añadido algunas correcciones de errores",Violento
(Arreglos) Guilty Gear Roblox,"¡RoFighters! (Azure 2) está actualmente en desarrollo. ¡No dudes en unirte al grupo y al servidor para obtener acceso anticipado, noticias de desarrollo y más!

https://www.roblox.com/groups/15262009/RoFighters#!/sobre

[Rebobinar controles en Configuración > Cambiar teclas]
-=Controles=-
U = (L) ataque ligero
I = (M) ataque de medio
O = (H) ataque pesado
P = (S) especial / Agarrar
J = Provocación
Espacio o conteniendo = Bloquear
Doble toque A/D = Dash
S = Agacharse

Puedes hacer insumos de movimiento (Abajo > Adelante > Atacar para un especial diferente)",Violento
(BIG UPDATE) SURVIVE CHARA  (UNDERTALE HORROR GAME,"Survive chara is a roblox horror game based off of undertale. I update it every few weeks, because I need to work on youtube and school. _x000D_
_x000D_
Update 4.0 _x000D_
-Added Toriel_x000D_
-Moved Papyrus to Snowdin_x000D_
-Added Snow_x000D_
-Added Lobby Christmas Tree_x000D_
-Added ""Uzi"" gamepass_x000D_
-Added Santa hat to Chara_x000D_
-Added Judgement Hall_x000D_
Christmas update is HALFWAY done. I'll let you all know_x000D_
_x000D_
Update 3.9_x000D_
-Deleted Prison_x000D_
-Moved Papyrus_x000D_
-Frisk won't be coming back, sorry_x000D_
-Adding Toriel (SOON)_x000D_
Working on:_x000D_
Toriel's House 12/9_x000D_
Christmas Update 12/15_x000D_
_x000D_
  Slenderman, slender, Catalog, Catalog Heaven, Creeper survival, Creepers, Zombies, zombie, skeleton, Easter, Halloween, Lucky, Christmas, Spongebob, Patrick, Squidward, Space knights, trade hangout, gta 5, gta, last of us, survival, world war z, pieperson50, gta,",Violento
(BIG UPDATE) SURVIVE CHARA  (UNDERTALE HORROR GAME,"Survive chara is a roblox horror game based off of undertale. I update it every few weeks, because I need to work on youtube and school. _x000D_
_x000D_
Update 4.0 _x000D_
-Added Toriel_x000D_
-Moved Papyrus to Snowdin_x000D_
-Added Snow_x000D_
-Added Lobby Christmas Tree_x000D_
-Added ""Uzi"" gamepass_x000D_
-Added Santa hat to Chara_x000D_
-Added Judgement Hall_x000D_
Christmas update is HALFWAY done. I'll let you all know_x000D_
_x000D_
Update 3.9_x000D_
-Deleted Prison_x000D_
-Moved Papyrus_x000D_
-Frisk won't be coming back, sorry_x000D_
-Adding Toriel (SOON)_x000D_
Working on:_x000D_
Toriel's House 12/9_x000D_
Christmas Update 12/15_x000D_
_x000D_
  Slenderman, slender, Catalog, Catalog Heaven, Creeper survival, Creepers, Zombies, zombie, skeleton, Easter, Halloween, Lucky, Christmas, Spongebob, Patrick, Squidward, Space knights, trade hangout, gta 5, gta, last of us, survival, world war z, pieperson50, gta,",Violento
(BLOOD🩸) Motor Sangriento🩸,"Este es un juego en el que matas gente con sangre y ragdolls🩸

PVP ESTÁ EN SUS PRIMERAS ETAPAS

NUEVO JUEGO:
https://www.roblox.com/games/12487928252/Bloody-Fighting (en inglés)

ÚNETE AL GRUPO PARA TENER LA OPORTUNIDAD DE TENER TU AVATAR EN LOS MANIQUÍES!

ÚNETE A ESTE GRUPO PARA UNA PISTOLA DE PLÁTANO:

'Estudios Xtra


ACTUALIZACIONES:
PVP🔫
NUEVOS GIBS💪
Nuevas animaciones✨
ACTUALIZACIÓN DE HALLOWEEN👻
ENCUENTRA TODAS LAS CALABAZAS🎃


Este juego está usando delexorys euphoria y sistema de sangre.

Grupo de constructores:",Violento
(BRIGHT V BLACKLIGHT) Camiones Monstruos OVERDRIVEN,"LRM Versión 6.12

La experiencia de camión monstruo más completa en ROBLOX.

DISCLAIMER: Los derechos de autor son una cosa real. Los camiones pueden no coincidir con las apariencias de la vida real.",Violento
(Calidad de Vida) Surrealidad: Sangre y Furia,"¡Bienvenido a Surrealidad!

Un juego de rol con peleas de jefes desafiantes y reinos interesantes para viajar, ¡comienza con una espada de bronce para derrotar a los enemigos para obtener nuevo equipamiento y superar las batallas de jefes de cada reino para salir en la cima!

Controles:
Lanzamiento de cualquier tecla de movimiento + E
Habilidad: Z o F
Correr: Cambio

ADVERTENCIA: este juego puede basarse en la habilidad y la dificultad puede ser muy alta (ahem divintis to dedecus/titaniua)

el juego no es perfecto ya que algunas partes del juego pueden ser decepcionantes como la pelea de divintis o el vacío del mapa, así que tenlo en cuenta

Créditos:
Creador, Modelador, Animador (parcial) y Planificador: CyanTheInfGod
Programador: TrueReset27602110
Creador de iconos de insignias para Excalibur: BI1u3

Algunos jefes podrían estar inspirados por peleas de jefes basadas en habilidades

ESTE ES UN RPG SURREALISTA 1 REVISADO",Violento
(CLÁSICO) Find The Pandas [217],"🐼 ¡Un montón de pandas se han escapado y se han escondido a través del mapa! ¡Tu misión es encontrarlos a todos y convertirte en el Maestro Panda! 🐼
_x000D_
Encuentra los Pandas es un juego de caza del tesoro donde puedes aventurarte a obtener pandas escondidos en todo el mapa. ¡Soluciona acertijos, completa obbys desafiantes y explora muchos biomas diferentes para encontrar los pandas escapados! ¿Serás capaz de encontrarlos a todos?
_x000D_
👍 ¡No te olvides de marcar como favorito y dale un pulgar si lo disfruté! ⭐
🔔 ¡Únete a nuestras redes sociales para ser notificado de las actualizaciones! 🔔",Apropiado
(Coches) Construye un semáforo,"Bienvenido a BATL.
Nota: Si encuentras a un administrador bloqueando el servidor y expulsando a todos los no administradores, eso es una cuenta de abuso de administrador, así que denúncialo en nuestro muro de grupo y di el nombre de usuario del usuario que hizo eso.
NO ELIMINE A LAS PERSONAS QUE INTENTEN UNIRSE Y DARTE EL SERVIDOR ENTERO A TI MISMO. ESTO RESULTARÁ EN BAN. Si quieres estar solo, haz un servidor privado.
¡Gracias por las 20K visitas!
↓Descripción↓

¡Bienvenido a construir un semáforo! Las reglas son, No abuso de herramientas de construcción, No bullying, No swearing o contenido inapropiado, no te olvides de clonar y solo toca tu construcción (a menos que estés ayudando a alguien)
Cuando juegues, por favor sigue nuestras reglas. Si rompes las reglas, serás expulsado o baneado. Cuanto más grave sea la violación de las reglas, más tiempo serás baneado.

-Vieja descripción-

¡¡¡Gracias por 1000 visitas!!!
Esto es realmente solo semáforos. ¡Puedes construir tu ciudad, o construir una metrópolis entera llena de semáforos! No seas grosero, o no rompas los tocs de roblox aquí. Sé respetuoso y amable.",Violento
(Data reset) Russia Car Driving | Piter,"Liked the game? Then favourite it (⭐️) and like it (👍) Join our group : https://www.roblox.com/groups/34779326 there you can: notice an updates, get extra items and bonuses and more... Game at Beta Stage.
Tags: Россия , Driving a car , Russia Car Driving , Russia, Piter, Russian map, карта россии , Russia car , Россия , машины , rcd , RCD, RC , Россия , россия , car , машины , вождение , drive",Apropiado
(Dest} Horror Nights,"Welcome to Horror Nights, this game is all about Horror make your way to the hidden places although with R$ You can buy gamepasses to make you more stronger by walking to the places. --- Dark has been added to the server - New Sounds and Noises Warning | This game is scary. Game Creator - Tristanhudson1290 Builder - Tristan  Developer - Hilton._x000D_
_x000D_
WARNING | This game is scary but enjoy the game and I hope you have a Nice time playing the game.",Violento
(digital world) ☹ Jimbo's Horror Maze ☹,"☻ welcome to jimbo's horror maze ☻_x000D_
_x000D_
this game is a spooky's jumpscare mansion like game where you must explore many different rooms in the maze of terror but beware you not alone in this maze jimbo haunts this maze and mght run into him once in a while to be careful! most of all have fun!_x000D_
_x000D_
credit to Cheed of course for making Jimbo!_x000D_
_x000D_
and credit to Name_ -  on yt for making the thumbnail and icon go watch there gameplays of the game and sub to them_x000D_
_x000D_
thats all enjoy! ☻",Violento
(ENTRADA SECRETA) Juego de disparos,ve a disparar a otro jugador,Violento
(ESPAÑOL) Be Crushed by a Speeding Wall!,"El título lo dice todo, presiona el botón y se aplasta por una pared a toda velocidad!

A medida que juegas, ganas puntos por llegar a zonas seguras y morir. ¡Morirás MUCHO! ¡Usa estos puntos para comprar gears para mejorar tu velocidad en un intento de derrotar a la pared!",Apropiado
(FANTASIA) ¡Pesadillas de Mascotas!,,Apropiado
(Fijado) Caos de Personajes,"ACTUALIZACIÓN:
> hemos solucionado el problema de los datos
> también existe sociedad

Bienvenido a Caos de Personajes, un RPG con muchos propósitos:
- Batallas de Overworld
- Última prueba (modo interminable)
- Arena en tiempo real
- Arena Clasificada
- Modo cooperativo (Raids)
- Tareas diarias",Violento
(FREE MEGA🌟) ¡Adóptame! ¡Mascotas de colección gratis!,"😊¡Estamos agradecidos por todo tu apoyo! ¡Disfruta del juego y juega en cualquier momento!😊

Si disfrutas de la experiencia, ¡no te olvides de darle un me gusta y marcar como favorito el juego! Realmente lo agradecería.

🐣Abrir y criar 🐶🦄, Mascotas Coleccionables💫

🌴Nuevo Mapa
🥚¡Nuevo huevo próximamente!
👍 500 Me gusta 👍 ¡Para nuevas actualizaciones importantes!



📢 SHUTDOWN = Actualización
🦋 - Juegos de elevación (¡Adopt Me, Créditos, Modelos, etc. van al maravilloso equipo!)

Etiquetas:
RTHRO, bruh, divertido obby, oby, arcoíris, largo, popular, súper, realmente, fácil, divertido, divertido, mega, gratis, noob, lava, saltos, saltos, saltos, anime, dragón, bola, gacha, construcción, militar, escaleras, naruto, anime, divertido, carrito, paseo, obstáculos, obby, parkour, curso de obstáculos, parkour, parkour obby, arcoíris, parkour,",Apropiado
(guerra de las pesadilla) horror historia military,horror,Violento
(HALOS!!) Torre de Lava Creciente,"Bienvenido a Tower Of Rising Lava En este juego, puedes elegir relajarte casualmente con tus amigos en la parte inferior de la torre o hacer una increíble aventura en la parte superior de la torre con RISING LAVA!!.

⭐ ¡Disfruta del juego con! ¡HALOS GRATUITOS!

👍 ¡Si estás disfrutando del juego, asegúrate de que te guste y que te guste el juego!

¿Puedes vencer a la Torre de Lava Creciente?

¡Únete al grupo para más juegos asombrosos!

Etiquetas: Obby, Parkour, Torre, Torre del Infierno, Lava,Fácil, Diversión, Difícil,

Este juego fue inspirado por Tower of hell, Tower of hell - Easy, Tower of hell - Medium y JTOH.",Violento
